age,python_proficiency,took_a_course,earnings
23,0.6323177548159268,True,139267.0
20,0.6025511571449157,False,115569.0
21,0.5182254927573442,False,119142.0
25,0.9451611530536345,False,130291.0
30,0.6362505584367326,True,164209.0
21,0.7610816372925375,True,130852.0
24,0.05554572853583328,False,128880.0
25,0.20576912878903975,False,137286.0
24,0.6574571540234676,True,141405.0
41,0.11513826679493888,False,201474.0
38,0.3282573081486623,False,188958.0
20,0.6237611241614047,False,114282.0
19,0.7711530104970497,True,127852.0
37,0.8629190012230067,False,176805.0
30,0.07519202308053852,False,150621.0
23,0.3315338843069108,False,125426.0
20,0.511518226875904,False,116539.0
24,0.702851806878051,False,128174.0
22,0.25918378887673377,False,122594.0
28,0.8734849172196852,False,140745.0
33,0.1070558835120996,False,165211.0
33,0.44258823541547854,False,161877.0
20,0.9358528431071532,True,127128.0
25,0.8499161798933136,True,145917.0
20,0.7494640837425709,False,114312.0
20,0.5397765175098517,True,124425.0
38,0.32235671426704204,False,184083.0
19,0.8596200806654252,True,126074.0
27,0.7567511685842354,True,150883.0
25,0.45944897895458925,True,142743.0
24,0.8328568593740184,True,142105.0
27,0.11092640708398982,False,138154.0
19,0.0028062180751703414,False,114219.0
25,0.19457313358047867,True,143754.0
39,0.8567391526781715,False,186339.0
19,0.3149996750082217,True,121836.0
31,0.5539707182958836,True,169364.0
24,0.7811762861475291,False,132101.0
27,0.6374392864040355,False,138138.0
28,0.9645273813761647,False,143978.0
46,0.6220537375356537,False,228844.0
28,0.7047788669711753,False,140760.0
25,0.2985346983602024,False,129604.0
37,0.5275268222837906,True,195867.0
32,0.05461109386724583,True,169613.0
24,0.02856564222703084,False,127123.0
36,0.5450952038226361,True,190183.0
25,0.29198681191059617,True,146237.0
26,0.9734212497449614,False,134262.0
25,0.008876533335886894,False,130821.0
32,0.3255947677177553,False,155933.0
28,0.6474374419159256,True,156159.0
25,0.3594462450084308,False,131825.0
29,0.8151253062352564,False,145001.0
19,0.07862252652082125,True,123601.0
30,0.541494888628707,True,161603.0
19,0.9761147255571442,True,126353.0
35,0.26134133243498303,False,169686.0
19,0.04414685662147422,True,121235.0
27,0.012007487185037191,False,136551.0
20,0.4387859688822392,True,128374.0
19,0.5245619015626478,True,123122.0
23,0.9620595280309504,True,135664.0
21,0.839320335893253,False,116806.0
24,0.7833482508115178,True,143259.0
30,0.6537990347724931,False,150257.0
20,0.5328162014818484,False,115812.0
